id,komentar,platform
2666,"Sering force close, mohon diperbaiki.",PlayStore
2667,"Lihat di IG story teman, jadi penasaran.",Instagram
2668,"Sering force close, mohon diperbaiki.",PlayStore
2669,Beli karena lihat review di reels.,Instagram
2670,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2671,Produk ini viral banget di Instagram!,Instagram
2672,"Unboxing-nya estetik banget, suka 😍",Instagram
2673,Produk ini viral banget di Instagram!,Instagram
2674,"Baru coba produk ini, ternyata oke juga!",Twitter
2675,Desain UI sangat menarik.,PlayStore
2676,"Baru coba produk ini, ternyata oke juga!",Twitter
2677,Suka banget sama warnanya!,Instagram
2678,Desain UI sangat menarik.,PlayStore
2679,"Beli karena lihat di Twitter, worth it!",Twitter
2680,"Unboxing-nya estetik banget, suka 😍",Instagram
2681,"Baru coba produk ini, ternyata oke juga!",Twitter
2682,Beli karena lihat review di reels.,Instagram
2683,"Sering force close, mohon diperbaiki.",PlayStore
2684,Produk ini viral banget di Instagram!,Instagram
2685,"Barang cacat saat datang, kecewa.",E-Commerce
2686,Produk ini viral banget di Instagram!,Instagram
2687,Beli karena lihat review di reels.,Instagram
2688,"Baru coba produk ini, ternyata oke juga!",Twitter
2689,"Baru coba produk ini, ternyata oke juga!",Twitter
2690,User experience-nya beda dari yang lain.,Twitter
2691,Harga terjangkau dan berkualitas.,E-Commerce
2692,"Sering force close, mohon diperbaiki.",PlayStore
2693,"Barang cacat saat datang, kecewa.",E-Commerce
2694,Desain UI sangat menarik.,PlayStore
2695,"Sering force close, mohon diperbaiki.",PlayStore
2696,User experience-nya beda dari yang lain.,Twitter
2697,Beli karena lihat review di reels.,Instagram
2698,Cocok buat pelajar dan profesional.,PlayStore
2699,"Lihat di IG story teman, jadi penasaran.",Instagram
2700,Aplikasi ini sangat membantu!,PlayStore
2701,"Barang cacat saat datang, kecewa.",E-Commerce
2702,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2703,Desain UI sangat menarik.,PlayStore
2704,Packing rapi dan pengiriman cepat.,E-Commerce
2705,"Sesuai deskripsi, sangat puas.",E-Commerce
2706,"Unboxing-nya estetik banget, suka 😍",Instagram
2707,Harga terjangkau dan berkualitas.,E-Commerce
2708,Produk ini viral banget di Instagram!,Instagram
2709,Cocok buat pelajar dan profesional.,PlayStore
2710,"Beli karena lihat di Twitter, worth it!",Twitter
2711,"Promonya mantap, langsung checkout.",Twitter
2712,Produk ini viral banget di Instagram!,Instagram
2713,"Beli karena lihat di Twitter, worth it!",Twitter
2714,Cocok buat pelajar dan profesional.,PlayStore
2715,Beli karena lihat review di reels.,Instagram
2716,Suka banget sama warnanya!,Instagram
2717,"Lihat di IG story teman, jadi penasaran.",Instagram
2718,"Sering force close, mohon diperbaiki.",PlayStore
2719,"Promonya mantap, langsung checkout.",Twitter
2720,Aplikasi ini sangat membantu!,PlayStore
2721,"Barang cacat saat datang, kecewa.",E-Commerce
2722,"Baru coba produk ini, ternyata oke juga!",Twitter
2723,Beli karena lihat review di reels.,Instagram
2724,Cocok buat pelajar dan profesional.,PlayStore
2725,Packing rapi dan pengiriman cepat.,E-Commerce
2726,Fiturnya lengkap dan mudah digunakan.,PlayStore
2727,"Lihat di IG story teman, jadi penasaran.",Instagram
2728,"Barang cacat saat datang, kecewa.",E-Commerce
2729,"Sesuai deskripsi, sangat puas.",E-Commerce
2730,Desain UI sangat menarik.,PlayStore
2731,Suka banget sama warnanya!,Instagram
2732,Cocok buat pelajar dan profesional.,PlayStore
2733,"Lihat di IG story teman, jadi penasaran.",Instagram
2734,"Beli karena lihat di Twitter, worth it!",Twitter
2735,Fiturnya lengkap dan mudah digunakan.,PlayStore
2736,Fiturnya lengkap dan mudah digunakan.,PlayStore
2737,"Sesuai deskripsi, sangat puas.",E-Commerce
2738,"Unboxing-nya estetik banget, suka 😍",Instagram
2739,"Baru coba produk ini, ternyata oke juga!",Twitter
2740,Aplikasi ini sangat membantu!,PlayStore
2741,Cocok buat pelajar dan profesional.,PlayStore
2742,"Sesuai deskripsi, sangat puas.",E-Commerce
2743,Beli karena lihat review di reels.,Instagram
2744,Packing rapi dan pengiriman cepat.,E-Commerce
2745,Aplikasi ini sangat membantu!,PlayStore
2746,Aplikasi ini sangat membantu!,PlayStore
2747,Beli karena lihat review di reels.,Instagram
2748,Beli karena lihat review di reels.,Instagram
2749,Lagi rame bahas ini di timeline 😁,Twitter
2750,Aplikasi ini sangat membantu!,PlayStore
2751,Beli karena lihat review di reels.,Instagram
2752,Beli karena lihat review di reels.,Instagram
2753,Lagi rame bahas ini di timeline 😁,Twitter
2754,"Sering force close, mohon diperbaiki.",PlayStore
2755,Packing rapi dan pengiriman cepat.,E-Commerce
2756,Lagi rame bahas ini di timeline 😁,Twitter
2757,Beli karena lihat review di reels.,Instagram
2758,"Barang cacat saat datang, kecewa.",E-Commerce
2759,Suka banget sama warnanya!,Instagram
2760,Cocok buat pelajar dan profesional.,PlayStore
2761,"Barang cacat saat datang, kecewa.",E-Commerce
2762,"Baru coba produk ini, ternyata oke juga!",Twitter
2763,Cocok buat pelajar dan profesional.,PlayStore
2764,Beli karena lihat review di reels.,Instagram
2765,Cocok buat pelajar dan profesional.,PlayStore
2766,"Lihat di IG story teman, jadi penasaran.",Instagram
2767,Harga terjangkau dan berkualitas.,E-Commerce
2768,Desain UI sangat menarik.,PlayStore
2769,Produk ini viral banget di Instagram!,Instagram
2770,Fiturnya lengkap dan mudah digunakan.,PlayStore
2771,Lagi rame bahas ini di timeline 😁,Twitter
2772,Desain UI sangat menarik.,PlayStore
2773,"Sesuai deskripsi, sangat puas.",E-Commerce
2774,"Lihat di IG story teman, jadi penasaran.",Instagram
2775,"Baru coba produk ini, ternyata oke juga!",Twitter
2776,"Sesuai deskripsi, sangat puas.",E-Commerce
2777,Aplikasi ini sangat membantu!,PlayStore
2778,"Sering force close, mohon diperbaiki.",PlayStore
2779,Produk ini viral banget di Instagram!,Instagram
2780,"Sering force close, mohon diperbaiki.",PlayStore
2781,"Baru coba produk ini, ternyata oke juga!",Twitter
2782,Fiturnya lengkap dan mudah digunakan.,PlayStore
2783,Suka banget sama warnanya!,Instagram
2784,Beli karena lihat review di reels.,Instagram
2785,"Baru coba produk ini, ternyata oke juga!",Twitter
2786,Cocok buat pelajar dan profesional.,PlayStore
2787,Aplikasi ini sangat membantu!,PlayStore
2788,"Sesuai deskripsi, sangat puas.",E-Commerce
2789,Beli karena lihat review di reels.,Instagram
2790,"Promonya mantap, langsung checkout.",Twitter
2791,"Baru coba produk ini, ternyata oke juga!",Twitter
2792,"Sesuai deskripsi, sangat puas.",E-Commerce
2793,"Beli karena lihat di Twitter, worth it!",Twitter
2794,Fiturnya lengkap dan mudah digunakan.,PlayStore
2795,Harga terjangkau dan berkualitas.,E-Commerce
2796,"Promonya mantap, langsung checkout.",Twitter
2797,"Barang cacat saat datang, kecewa.",E-Commerce
2798,Packing rapi dan pengiriman cepat.,E-Commerce
2799,"Unboxing-nya estetik banget, suka 😍",Instagram
2800,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2801,Suka banget sama warnanya!,Instagram
2802,Packing rapi dan pengiriman cepat.,E-Commerce
2803,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2804,"Unboxing-nya estetik banget, suka 😍",Instagram
2805,"Baru coba produk ini, ternyata oke juga!",Twitter
2806,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2807,"Barang cacat saat datang, kecewa.",E-Commerce
2808,Cocok buat pelajar dan profesional.,PlayStore
2809,Desain UI sangat menarik.,PlayStore
2810,Fiturnya lengkap dan mudah digunakan.,PlayStore
2811,Packing rapi dan pengiriman cepat.,E-Commerce
2812,Beli karena lihat review di reels.,Instagram
2813,Lagi rame bahas ini di timeline 😁,Twitter
2814,Harga terjangkau dan berkualitas.,E-Commerce
2815,"Promonya mantap, langsung checkout.",Twitter
2816,Beli karena lihat review di reels.,Instagram
2817,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2818,Beli karena lihat review di reels.,Instagram
2819,Cocok buat pelajar dan profesional.,PlayStore
2820,Harga terjangkau dan berkualitas.,E-Commerce
2821,Lagi rame bahas ini di timeline 😁,Twitter
2822,Fiturnya lengkap dan mudah digunakan.,PlayStore
2823,Produk ini viral banget di Instagram!,Instagram
2824,Lagi rame bahas ini di timeline 😁,Twitter
2825,"Barang cacat saat datang, kecewa.",E-Commerce
2826,"Unboxing-nya estetik banget, suka 😍",Instagram
2827,Lagi rame bahas ini di timeline 😁,Twitter
2828,Beli karena lihat review di reels.,Instagram
2829,Desain UI sangat menarik.,PlayStore
2830,"Promonya mantap, langsung checkout.",Twitter
2831,Aplikasi ini sangat membantu!,PlayStore
2832,"Sering force close, mohon diperbaiki.",PlayStore
2833,"Sesuai deskripsi, sangat puas.",E-Commerce
2834,"Barang cacat saat datang, kecewa.",E-Commerce
2835,Packing rapi dan pengiriman cepat.,E-Commerce
2836,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2837,Lagi rame bahas ini di timeline 😁,Twitter
2838,Cocok buat pelajar dan profesional.,PlayStore
2839,Fiturnya lengkap dan mudah digunakan.,PlayStore
2840,User experience-nya beda dari yang lain.,Twitter
2841,"Barang cacat saat datang, kecewa.",E-Commerce
2842,Desain UI sangat menarik.,PlayStore
2843,Fiturnya lengkap dan mudah digunakan.,PlayStore
2844,Beli karena lihat review di reels.,Instagram
2845,"Lihat di IG story teman, jadi penasaran.",Instagram
2846,"Sering force close, mohon diperbaiki.",PlayStore
2847,Lagi rame bahas ini di timeline 😁,Twitter
2848,"Promonya mantap, langsung checkout.",Twitter
2849,Suka banget sama warnanya!,Instagram
2850,Aplikasi ini sangat membantu!,PlayStore
2851,"Lihat di IG story teman, jadi penasaran.",Instagram
2852,Packing rapi dan pengiriman cepat.,E-Commerce
2853,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2854,Desain UI sangat menarik.,PlayStore
2855,Aplikasi ini sangat membantu!,PlayStore
2856,"Promonya mantap, langsung checkout.",Twitter
2857,Lagi rame bahas ini di timeline 😁,Twitter
2858,"Beli karena lihat di Twitter, worth it!",Twitter
2859,Aplikasi ini sangat membantu!,PlayStore
2860,Desain UI sangat menarik.,PlayStore
2861,Suka banget sama warnanya!,Instagram
2862,Beli karena lihat review di reels.,Instagram
2863,Lagi rame bahas ini di timeline 😁,Twitter
2864,"Unboxing-nya estetik banget, suka 😍",Instagram
2865,"Promonya mantap, langsung checkout.",Twitter
2866,Harga terjangkau dan berkualitas.,E-Commerce
2867,Desain UI sangat menarik.,PlayStore
2868,"Sering force close, mohon diperbaiki.",PlayStore
2869,"Baru coba produk ini, ternyata oke juga!",Twitter
2870,User experience-nya beda dari yang lain.,Twitter
2871,User experience-nya beda dari yang lain.,Twitter
2872,"Barang cacat saat datang, kecewa.",E-Commerce
2873,"Sering force close, mohon diperbaiki.",PlayStore
2874,Produk ini viral banget di Instagram!,Instagram
2875,Fiturnya lengkap dan mudah digunakan.,PlayStore
2876,"Sesuai deskripsi, sangat puas.",E-Commerce
2877,"Promonya mantap, langsung checkout.",Twitter
2878,Produk ini viral banget di Instagram!,Instagram
2879,"Lihat di IG story teman, jadi penasaran.",Instagram
2880,Harga terjangkau dan berkualitas.,E-Commerce
2881,Desain UI sangat menarik.,PlayStore
2882,User experience-nya beda dari yang lain.,Twitter
2883,Beli karena lihat review di reels.,Instagram
2884,Beli karena lihat review di reels.,Instagram
2885,Cocok buat pelajar dan profesional.,PlayStore
2886,Lagi rame bahas ini di timeline 😁,Twitter
2887,"Unboxing-nya estetik banget, suka 😍",Instagram
2888,Aplikasi ini sangat membantu!,PlayStore
2889,"Lihat di IG story teman, jadi penasaran.",Instagram
2890,"Baru coba produk ini, ternyata oke juga!",Twitter
2891,Beli karena lihat review di reels.,Instagram
2892,"Barang cacat saat datang, kecewa.",E-Commerce
2893,"Sering force close, mohon diperbaiki.",PlayStore
2894,"Baru coba produk ini, ternyata oke juga!",Twitter
2895,Produk ini viral banget di Instagram!,Instagram
2896,Suka banget sama warnanya!,Instagram
2897,"Baru coba produk ini, ternyata oke juga!",Twitter
2898,Produk ini viral banget di Instagram!,Instagram
2899,Packing rapi dan pengiriman cepat.,E-Commerce
2900,Aplikasi ini sangat membantu!,PlayStore
2901,Lagi rame bahas ini di timeline 😁,Twitter
2902,User experience-nya beda dari yang lain.,Twitter
2903,"Promonya mantap, langsung checkout.",Twitter
2904,Desain UI sangat menarik.,PlayStore
2905,Packing rapi dan pengiriman cepat.,E-Commerce
2906,"Barang cacat saat datang, kecewa.",E-Commerce
2907,Lagi rame bahas ini di timeline 😁,Twitter
2908,Packing rapi dan pengiriman cepat.,E-Commerce
2909,User experience-nya beda dari yang lain.,Twitter
2910,Produk ini viral banget di Instagram!,Instagram
2911,Fiturnya lengkap dan mudah digunakan.,PlayStore
2912,Beli karena lihat review di reels.,Instagram
2913,"Baru coba produk ini, ternyata oke juga!",Twitter
2914,Suka banget sama warnanya!,Instagram
2915,"Sesuai deskripsi, sangat puas.",E-Commerce
2916,"Promonya mantap, langsung checkout.",Twitter
2917,Desain UI sangat menarik.,PlayStore
2918,Fiturnya lengkap dan mudah digunakan.,PlayStore
2919,Desain UI sangat menarik.,PlayStore
2920,Beli karena lihat review di reels.,Instagram
2921,User experience-nya beda dari yang lain.,Twitter
2922,"Sesuai deskripsi, sangat puas.",E-Commerce
2923,Harga terjangkau dan berkualitas.,E-Commerce
2924,"Sering force close, mohon diperbaiki.",PlayStore
2925,"Promonya mantap, langsung checkout.",Twitter
2926,"Baru coba produk ini, ternyata oke juga!",Twitter
2927,Cocok buat pelajar dan profesional.,PlayStore
2928,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2929,Harga terjangkau dan berkualitas.,E-Commerce
2930,Packing rapi dan pengiriman cepat.,E-Commerce
2931,Lagi rame bahas ini di timeline 😁,Twitter
2932,"Baru coba produk ini, ternyata oke juga!",Twitter
2933,Beli karena lihat review di reels.,Instagram
2934,Fiturnya lengkap dan mudah digunakan.,PlayStore
2935,Suka banget sama warnanya!,Instagram
2936,Produk ini viral banget di Instagram!,Instagram
2937,"Lihat di IG story teman, jadi penasaran.",Instagram
2938,Fiturnya lengkap dan mudah digunakan.,PlayStore
2939,Aplikasi ini sangat membantu!,PlayStore
2940,Fiturnya lengkap dan mudah digunakan.,PlayStore
2941,Produk ini viral banget di Instagram!,Instagram
2942,Lagi rame bahas ini di timeline 😁,Twitter
2943,Harga terjangkau dan berkualitas.,E-Commerce
2944,Desain UI sangat menarik.,PlayStore
2945,Desain UI sangat menarik.,PlayStore
2946,"Baru coba produk ini, ternyata oke juga!",Twitter
2947,"Beli karena lihat di Twitter, worth it!",Twitter
2948,User experience-nya beda dari yang lain.,Twitter
2949,"Baru coba produk ini, ternyata oke juga!",Twitter
2950,Produk ini viral banget di Instagram!,Instagram
2951,"Promonya mantap, langsung checkout.",Twitter
2952,"Beli karena lihat di Twitter, worth it!",Twitter
2953,Lagi rame bahas ini di timeline 😁,Twitter
2954,Packing rapi dan pengiriman cepat.,E-Commerce
2955,User experience-nya beda dari yang lain.,Twitter
2956,"Sesuai deskripsi, sangat puas.",E-Commerce
2957,"Barang cacat saat datang, kecewa.",E-Commerce
2958,Harga terjangkau dan berkualitas.,E-Commerce
2959,Desain UI sangat menarik.,PlayStore
2960,"Beli karena lihat di Twitter, worth it!",Twitter
2961,"Sesuai deskripsi, sangat puas.",E-Commerce
2962,"Lihat di IG story teman, jadi penasaran.",Instagram
2963,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2964,Desain UI sangat menarik.,PlayStore
2965,"Sesuai deskripsi, sangat puas.",E-Commerce
2966,User experience-nya beda dari yang lain.,Twitter
2967,"Sesuai deskripsi, sangat puas.",E-Commerce
2968,Cocok buat pelajar dan profesional.,PlayStore
2969,"Lihat di IG story teman, jadi penasaran.",Instagram
2970,Aplikasi ini sangat membantu!,PlayStore
2971,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2972,"Baru coba produk ini, ternyata oke juga!",Twitter
2973,"Sesuai deskripsi, sangat puas.",E-Commerce
2974,Cocok buat pelajar dan profesional.,PlayStore
2975,"Unboxing-nya estetik banget, suka 😍",Instagram
2976,Lagi rame bahas ini di timeline 😁,Twitter
2977,Lagi rame bahas ini di timeline 😁,Twitter
2978,"Unboxing-nya estetik banget, suka 😍",Instagram
2979,Fiturnya lengkap dan mudah digunakan.,PlayStore
2980,"Produk datang tepat waktu, kualitas oke.",E-Commerce
2981,"Unboxing-nya estetik banget, suka 😍",Instagram
2982,Lagi rame bahas ini di timeline 😁,Twitter
2983,Cocok buat pelajar dan profesional.,PlayStore
2984,"Lihat di IG story teman, jadi penasaran.",Instagram
2985,Lagi rame bahas ini di timeline 😁,Twitter
2986,Desain UI sangat menarik.,PlayStore
2987,"Barang cacat saat datang, kecewa.",E-Commerce
2988,User experience-nya beda dari yang lain.,Twitter
2989,"Sering force close, mohon diperbaiki.",PlayStore
2990,Lagi rame bahas ini di timeline 😁,Twitter
2991,Lagi rame bahas ini di timeline 😁,Twitter
2992,Cocok buat pelajar dan profesional.,PlayStore
2993,Desain UI sangat menarik.,PlayStore
2994,"Baru coba produk ini, ternyata oke juga!",Twitter
2995,Desain UI sangat menarik.,PlayStore
2996,Lagi rame bahas ini di timeline 😁,Twitter
2997,"Lihat di IG story teman, jadi penasaran.",Instagram
2998,Desain UI sangat menarik.,PlayStore
2999,User experience-nya beda dari yang lain.,Twitter
3000,Lagi rame bahas ini di timeline 😁,Twitter
